image_1,worker_id,part,category,time,folder,text_1,tokenized_1,lower_1,no_punc_1,no_punc_str_1,split,ID,part_name
8,A1SX8IVV82M0LW,2,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,closed U shaped,"['close', 'U']","['close', 'u']","['close', 'u']",close u,train,c2bcd730-f732-4b70-997c-c6792dd367d2,mouth
49,A1SX8IVV82M0LW,6,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,cylinder shaped,['cylinder'],['cylinder'],['cylinder'],cylinder,train,cd01f81a-4421-40d1-8d77-843e2b7d1302,face
629,A1SX8IVV82M0LW,6,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,circular shaped,['circular'],['circular'],['circular'],circular,train,058598f2-3dc3-4c28-a317-cd56cfd9a6b2,face
222,A1SX8IVV82M0LW,2,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,U shaped,['u'],['u'],['u'],u,dev,541b506a-9d14-454f-9d9c-a694cdf28f1a,mouth
750,A1SX8IVV82M0LW,2,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,flattened,['flatten'],['flatten'],['flatten'],flatten,train,8c036f63-4c01-4b85-85fb-e7485ee932fe,mouth
305,A1SX8IVV82M0LW,4,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,long lined,"['long', 'lined']","['long', 'lined']","['long', 'lined']",long lined,train,ad607c5e-2cef-48db-a422-eef8a330dc1d,hair
297,A1SX8IVV82M0LW,4,face,617.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,crown shaped,['crown'],['crown'],['crown'],crown,train,84853afe-4cbe-4c7c-893c-3291995d9d35,hair
230,AHYTT3T8W9Y9Y,6,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"pointy, sharp","['pointy', ',', 'sharp']","['pointy', ',', 'sharp']","['pointy', 'sharp']",pointy sharp,train,05f796fc-322e-4c02-b1e1-db8e211c9189,face
532,AHYTT3T8W9Y9Y,6,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"square-shaped, broad","['square', '-', ',', 'broad']","['square', '-', ',', 'broad']","['square', 'broad']",square broad,test,7ad72415-bf4c-4dd1-bef8-f1afa4acb293,face
633,AHYTT3T8W9Y9Y,6,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,oval-shaped,"['oval', '-']","['oval', '-']",['oval'],oval,test,292ea34c-8e74-4f90-8406-74ec84d2a641,face
181,AHYTT3T8W9Y9Y,6,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"oblong, narrow","['oblong', ',', 'narrow']","['oblong', ',', 'narrow']","['oblong', 'narrow']",oblong narrow,train,a1ec528e-d4b3-498c-bcdf-45ba29f96fa1,face
295,AHYTT3T8W9Y9Y,1,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"dot-like, tiny","['dot', '-', ',', 'tiny']","['dot', '-', ',', 'tiny']","['dot', 'tiny']",dot tiny,train,79cd6fc5-f1d8-4ded-8ebc-cd2bab7849d9,nose
684,AHYTT3T8W9Y9Y,1,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"long, angled","['long', ',', 'angle']","['long', ',', 'angle']","['long', 'angle']",long angle,train,038586a7-98c8-478b-b2df-34c8cf06326f,nose
357,AHYTT3T8W9Y9Y,6,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"circular, ring-shaped","['circular', ',', 'ring', '-']","['circular', ',', 'ring', '-']","['circular', 'ring']",circular ring,train,afd51fda-ddbe-45a0-8fec-9c0be0426a98,face
338,AHYTT3T8W9Y9Y,6,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"box-shaped, wide","['box', '-', ',', 'wide']","['box', '-', ',', 'wide']","['box', 'wide']",box wide,train,e98282d5-45ab-4d91-b7ba-e89b426d722f,face
525,AHYTT3T8W9Y9Y,2,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"small, smiling","['small', ',', 'smile']","['small', ',', 'smile']","['small', 'smile']",small smile,train,bf6b0f15-08da-40e0-a36a-d0ac296bba09,mouth
294,AHYTT3T8W9Y9Y,2,face,168.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"big, long","['big', ',', 'long']","['big', ',', 'long']","['big', 'long']",big long,train,20b2c45c-874a-4157-8507-cee627c9cd48,mouth
508,A173A97OFDAX9F,6,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,rectangular wide,"['rectangular', 'wide']","['rectangular', 'wide']","['rectangular', 'wide']",rectangular wide,train,2ba15bcb-4239-47fb-ae61-4afa409503c7,face
777,A173A97OFDAX9F,6,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,long oval,"['long', 'oval']","['long', 'oval']","['long', 'oval']",long oval,train,218ca64e-79bd-46e0-876d-2e5adb630773,face
763,A173A97OFDAX9F,0,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,unbalanced vertical,"['unbalanced', 'vertical']","['unbalanced', 'vertical']","['unbalanced', 'vertical']",unbalanced vertical,train,4fcff4a4-96e2-4b24-9787-fdf27837a037,eyes
798,A173A97OFDAX9F,0,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,big circular,"['big', 'circular']","['big', 'circular']","['big', 'circular']",big circular,train,52e62f9f-81e1-48e7-b030-f4f8474bc110,eyes
523,A173A97OFDAX9F,2,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,flat curved,"['flat', 'curved']","['flat', 'curved']","['flat', 'curved']",flat curved,train,2ae3ed93-6f86-470f-a04f-c6a7fc63ffd2,mouth
247,A173A97OFDAX9F,2,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,narrow curved,"['narrow', 'curve']","['narrow', 'curve']","['narrow', 'curve']",narrow curve,train,659b1ba1-149a-442a-a929-3c434b57af8e,mouth
611,A173A97OFDAX9F,6,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,rectangular round,"['rectangular', 'round']","['rectangular', 'round']","['rectangular', 'round']",rectangular round,train,7c27c06e-c475-4d0d-9ce9-6da0051f2d93,face
249,A173A97OFDAX9F,6,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,narrow oval,"['narrow', 'oval']","['narrow', 'oval']","['narrow', 'oval']",narrow oval,train,f02eb12d-226f-4de7-9d39-b923582e6ed5,face
146,A173A97OFDAX9F,6,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,flat oval,"['flat', 'oval']","['flat', 'oval']","['flat', 'oval']",flat oval,test,b0e30ea3-7e8c-4d70-951c-cb5154834c29,face
590,A173A97OFDAX9F,6,face,199.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,narrow oval,"['narrow', 'oval']","['narrow', 'oval']","['narrow', 'oval']",narrow oval,test,814aac80-b26b-45b9-9fa0-18d93cd4a681,face
101,A1YSYI926BBOHW,2,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,bowl,['bowl'],['bowl'],['bowl'],bowl,train,42f553d8-2828-40a0-9a16-8ed21febe7ae,mouth
765,A1YSYI926BBOHW,2,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,eaten watermelon slice,"['eat', 'watermelon', 'slice']","['eat', 'watermelon', 'slice']","['eat', 'watermelon', 'slice']",eat watermelon slice,train,74c4f3ef-22c6-4c1d-8e5b-af204818599d,mouth
109,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,hoop earring,"['hoop', 'earring']","['hoop', 'earring']","['hoop', 'earring']",hoop earring,train,cc892048-ca13-4445-9c14-4756b9e03021,face
568,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,slanted flat top,"['slanted', 'flat', 'top']","['slanted', 'flat', 'top']","['slanted', 'flat', 'top']",slanted flat top,train,12c4eefe-6853-43c4-9daa-3ff8342e1203,face
777,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,christmas ornament,"['christmas', 'ornament']","['christmas', 'ornament']","['christmas', 'ornament']",christmas ornament,train,2cf317f1-2f34-443d-9e34-3e69b9e32eb7,face
770,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,paper bag,"['paper', 'bag']","['paper', 'bag']","['paper', 'bag']",paper bag,train,3f6014c8-bfe4-4ebc-90d7-2b29e731368e,face
687,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,olive,['olive'],['olive'],['olive'],olive,train,097e7a6d-3434-4f80-9d70-bfaa00dd7db8,face
59,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,ring,['ring'],['ring'],['ring'],ring,train,5cd9993a-6648-4ddb-9a04-45bd92090ac1,face
487,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,lumpy,['lumpy'],['lumpy'],['lumpy'],lumpy,test,a349a4e4-ed0d-46cb-9205-43cd5d4ef071,face
651,A1YSYI926BBOHW,6,face,151.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,round,['round'],['round'],['round'],round,train,e6ccea20-3597-49ae-9edd-6237d9552e10,face
132,AZLZA0Q87TJZO,6,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,circular,['circular'],['circular'],['circular'],circular,train,2876bef6-8ad4-47bd-8e3d-f62c995d17a3,face
221,AZLZA0Q87TJZO,6,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,wide oval,"['wide', 'oval']","['wide', 'oval']","['wide', 'oval']",wide oval,dev,3ad254d4-587b-4c46-8b80-c0c53215db46,face
35,AZLZA0Q87TJZO,2,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,semi-circular,"['semi', '-', 'circular']","['semi', '-', 'circular']","['semi', 'circular']",semi circular,train,8b0696bf-1634-4206-b581-7c21abbec4c0,mouth
359,AZLZA0Q87TJZO,2,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,happy,['happy'],['happy'],['happy'],happy,train,e59542d4-d940-40c1-9eee-c7b3f0aa051d,mouth
786,AZLZA0Q87TJZO,2,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,deeply happy,"['deeply', 'happy']","['deeply', 'happy']","['deeply', 'happy']",deeply happy,train,dda66c0b-6369-46b9-bc3b-f505669a7160,mouth
433,AZLZA0Q87TJZO,2,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,thin straight,"['thin', 'straight']","['thin', 'straight']","['thin', 'straight']",thin straight,train,d481d07c-91f6-4bde-a570-bb9657283423,mouth
551,AZLZA0Q87TJZO,6,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,jaggedy circle,"['jaggedy', 'circle']","['jaggedy', 'circle']","['jaggedy', 'circle']",jaggedy circle,train,db5a9d64-7c6f-45c1-91fb-dced0118795d,face
646,AZLZA0Q87TJZO,6,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,angular oval,"['angular', 'oval']","['angular', 'oval']","['angular', 'oval']",angular oval,train,9100a65e-39a4-48e6-8b26-c7f00d7ee590,face
193,AZLZA0Q87TJZO,2,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,upside down rainbow,"['upside', 'down', 'rainbow']","['upside', 'down', 'rainbow']","['upside', 'down', 'rainbow']",upside down rainbow,dev,f36efe55-072e-4c74-a738-753a1e4c2a98,mouth
578,AZLZA0Q87TJZO,2,face,52.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,lopsided smiley,"['lopsided', 'smiley']","['lopsided', 'smiley']","['lopsided', 'smiley']",lopsided smiley,train,0ef44e65-4550-4af0-bb2d-87c4fabbc272,mouth
706,A1198W1SPF1R4,1,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"small, short","['small', ',', 'short']","['small', ',', 'short']","['small', 'short']",small short,train,b81992c7-29d5-451c-a1e9-f634534dfd51,nose
58,A1198W1SPF1R4,1,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"big, long","['big', ',', 'long']","['big', ',', 'long']","['big', 'long']",big long,train,78f0cd8d-948e-45c2-88ef-f54c5eafbb67,nose
86,A1198W1SPF1R4,6,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"oblong, narrow","['oblong', ',', 'narrow']","['oblong', ',', 'narrow']","['oblong', 'narrow']",oblong narrow,train,062a830e-172c-4f13-97b8-0b463c803751,face
121,A1198W1SPF1R4,6,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"heart-shaped, wide","['heart', '-', ',', 'wide']","['heart', '-', ',', 'wide']","['heart', 'wide']",heart wide,train,f70e5ccb-52fa-4088-a582-8d74f254c7b4,face
239,A1198W1SPF1R4,6,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"circular, big","['circular', ',', 'big']","['circular', ',', 'big']","['circular', 'big']",circular big,train,85b0dd69-dd44-493c-b722-5c9e0a1e3799,face
349,A1198W1SPF1R4,6,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"angular, small","['angular', ',', 'small']","['angular', ',', 'small']","['angular', 'small']",angular small,train,1178965a-1ecf-4577-9a95-d56c25c623a1,face
334,A1198W1SPF1R4,6,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"square, huge","['square', ',', 'huge']","['square', ',', 'huge']","['square', 'huge']",square huge,train,bce74d1d-2652-4791-9ff0-3e7f1e376119,face
182,A1198W1SPF1R4,6,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"round, medium","['round', ',', 'medium']","['round', ',', 'medium']","['round', 'medium']",round medium,test,7910e931-ed7e-4b31-9e52-e7866bd7b62b,face
389,A1198W1SPF1R4,2,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,downward triangular,"['downward', 'triangular']","['downward', 'triangular']","['downward', 'triangular']",downward triangular,train,18d8419b-cc75-4feb-8bc0-691e05a7666d,mouth
366,A1198W1SPF1R4,2,face,463.0,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,crescent,['crescent'],['crescent'],['crescent'],crescent,train,922b8aeb-bd56-439e-9380-37606c66bf36,mouth
551,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,rounded oval,"['rounded', 'oval']","['rounded', 'oval']","['rounded', 'oval']",rounded oval,train,9a63f7c1-81f7-4b67-9122-cb34ea0b0210,face
298,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,wide circular,"['wide', 'circular']","['wide', 'circular']","['wide', 'circular']",wide circular,train,d65072d0-0505-4567-84ff-8cf528b55a57,face
364,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,wide oval,"['wide', 'oval']","['wide', 'oval']","['wide', 'oval']",wide oval,train,1ef31147-a59a-41fc-bee1-c42214da49b8,face
60,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,rectangular round,"['rectangular', 'round']","['rectangular', 'round']","['rectangular', 'round']",rectangular round,train,e598c7e8-13b3-44fa-99db-fd06f09edc76,face
194,A173A97OFDAX9F,1,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,short vertical,"['short', 'vertical']","['short', 'vertical']","['short', 'vertical']",short vertical,test,be95032d-1bb9-448a-9906-eead1ddc2140,nose
372,A173A97OFDAX9F,1,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,big spreading,"['big', 'spread']","['big', 'spread']","['big', 'spread']",big spread,train,25cae888-afeb-4e85-adbe-803d15c84403,nose
483,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,big circular,"['big', 'circular']","['big', 'circular']","['big', 'circular']",big circular,train,8f57a35b-d984-4db1-b2f0-b50c8952e160,face
86,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,long slim,"['long', 'slim']","['long', 'slim']","['long', 'slim']",long slim,train,20a4236a-30a0-4050-ac7e-4065ad67045f,face
322,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,wide circular,"['wide', 'circular']","['wide', 'circular']","['wide', 'circular']",wide circular,test,1b6cf95a-8932-43ba-aeab-e7c8391c8b9a,face
195,A173A97OFDAX9F,6,face,77.8,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,triangular circular,"['triangular', 'circular']","['triangular', 'circular']","['triangular', 'circular']",triangular circular,train,84d8ea02-6e2d-4f5d-888e-9de905eca1ef,face
395,A2QX3YJXAAHHVV,6,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"lumpy, asymmetrical, circular","['lumpy', ',', 'asymmetrical', ',', 'circular']","['lumpy', ',', 'asymmetrical', ',', 'circular']","['lumpy', 'asymmetrical', 'circular']",lumpy asymmetrical circular,train,e75dac19-1cb9-48c4-b74d-ed0388e13188,face
276,A2QX3YJXAAHHVV,6,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"oval, closed, upright","['oval', ',', 'closed', ',', 'upright']","['oval', ',', 'closed', ',', 'upright']","['oval', 'closed', 'upright']",oval closed upright,test,e10ed337-2a25-4771-bb63-5d52b03f642f,face
763,A2QX3YJXAAHHVV,6,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"lumpy, oval, asymmetrical, open","['lumpy', ',', 'oval', ',', 'asymmetrical', ',', 'open']","['lumpy', ',', 'oval', ',', 'asymmetrical', ',', 'open']","['lumpy', 'oval', 'asymmetrical', 'open']",lumpy oval asymmetrical open,train,f733b466-48e0-4f92-a28c-46559b8d7d7c,face
394,A2QX3YJXAAHHVV,6,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"circular, closed, oblong","['circular', ',', 'closed', ',', 'oblong']","['circular', ',', 'closed', ',', 'oblong']","['circular', 'closed', 'oblong']",circular closed oblong,train,69b6a1d2-ae9c-4e54-9364-6a31f907eaec,face
165,A2QX3YJXAAHHVV,2,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"U-shaped, wide, deep, smiling","['u', '-', ',', 'wide', ',', 'deep', ',', 'smile']","['u', '-', ',', 'wide', ',', 'deep', ',', 'smile']","['u', 'wide', 'deep', 'smile']",u wide deep smile,train,24ac7229-0ab6-40fe-bf63-8af60fb7d78f,mouth
91,A2QX3YJXAAHHVV,2,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"slanting, curved, shallow","['slanting', ',', 'curve', ',', 'shallow']","['slanting', ',', 'curve', ',', 'shallow']","['slanting', 'curve', 'shallow']",slanting curve shallow,train,76738bdc-9823-4776-9895-a73c2916dbe6,mouth
137,A2QX3YJXAAHHVV,0,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"oval, open, wide, asymmetrical","['oval', ',', 'open', ',', 'wide', ',', 'asymmetrical']","['oval', ',', 'open', ',', 'wide', ',', 'asymmetrical']","['oval', 'open', 'wide', 'asymmetrical']",oval open wide asymmetrical,train,7044d543-4476-436e-b793-370074e7a8be,eyes
49,A2QX3YJXAAHHVV,0,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"linear, lined, vertical","['linear', ',', 'line', ',', 'vertical']","['linear', ',', 'line', ',', 'vertical']","['linear', 'line', 'vertical']",linear line vertical,train,e7e35b29-0c8c-483f-b4e3-4bb90745e5a4,eyes
402,A2QX3YJXAAHHVV,6,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"curly, oval, oblong","['curly', ',', 'oval', ',', 'oblong']","['curly', ',', 'oval', ',', 'oblong']","['curly', 'oval', 'oblong']",curly oval oblong,train,15ae7ee9-b22b-4f7d-818f-efd61236c695,face
745,A2QX3YJXAAHHVV,6,face,393.6,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"lumpy, asymmetrical, open","['lumpy', ',', 'asymmetrical', ',', 'open']","['lumpy', ',', 'asymmetrical', ',', 'open']","['lumpy', 'asymmetrical', 'open']",lumpy asymmetrical open,train,ac7fc265-2ce5-437f-8208-a4ef82381a7a,face
549,A2QX3YJXAAHHVV,2,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"wide, curved, linear, smiling","['wide', ',', 'curve', ',', 'linear', ',', 'smile']","['wide', ',', 'curve', ',', 'linear', ',', 'smile']","['wide', 'curve', 'linear', 'smile']",wide curve linear smile,train,42fac0ed-b597-44ac-9ff4-ff3d0f529be4,mouth
334,A2QX3YJXAAHHVV,2,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"small, straight, linear, closed","['small', ',', 'straight', ',', 'linear', ',', 'close']","['small', ',', 'straight', ',', 'linear', ',', 'close']","['small', 'straight', 'linear', 'close']",small straight linear close,train,ea67a718-16a0-4926-839e-bbe79f257615,mouth
750,A2QX3YJXAAHHVV,6,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"open, ovoid, curved","['open', ',', 'ovoid', ',', 'curve']","['open', ',', 'ovoid', ',', 'curve']","['open', 'ovoid', 'curve']",open ovoid curve,train,83fdf151-0192-4113-a998-391e97458a30,face
438,A2QX3YJXAAHHVV,6,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"closed, lumpy, oval, asymmetrical","['closed', ',', 'lumpy', ',', 'oval', ',', 'asymmetrical']","['closed', ',', 'lumpy', ',', 'oval', ',', 'asymmetrical']","['closed', 'lumpy', 'oval', 'asymmetrical']",closed lumpy oval asymmetrical,train,414c0649-ebe6-44fe-9562-4f2b2a6a175e,face
146,A2QX3YJXAAHHVV,6,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"ovoid, closed, curved","['ovoid', ',', 'closed', ',', 'curve']","['ovoid', ',', 'closed', ',', 'curve']","['ovoid', 'closed', 'curve']",ovoid closed curve,test,1f04a7c6-d0bd-497d-83a6-678392ca6499,face
158,A2QX3YJXAAHHVV,6,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"jutting, lumpy, sharp-chinned, angular","['jutting', ',', 'lumpy', ',', 'sharp', '-', 'chinned', ',', 'angular']","['jutting', ',', 'lumpy', ',', 'sharp', '-', 'chinned', ',', 'angular']","['jutting', 'lumpy', 'sharp', 'chinned', 'angular']",jutting lumpy sharp chinned angular,train,450c388a-7699-4842-8972-b9dff1aa0263,face
219,A2QX3YJXAAHHVV,6,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"curly, ovoid, curved","['curly', ',', 'ovoid', ',', 'curve']","['curly', ',', 'ovoid', ',', 'curve']","['curly', 'ovoid', 'curve']",curly ovoid curve,train,3d71ec65-b752-4c30-9236-e4f49b7132c4,face
179,A2QX3YJXAAHHVV,6,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"lumpy, closed, upright, oval, asymmetrical","['lumpy', ',', 'closed', ',', 'upright', ',', 'oval', ',', 'asymmetrical']","['lumpy', ',', 'closed', ',', 'upright', ',', 'oval', ',', 'asymmetrical']","['lumpy', 'closed', 'upright', 'oval', 'asymmetrical']",lumpy closed upright oval asymmetrical,train,0f554846-183c-4a78-9639-5d48907cc32d,face
700,A2QX3YJXAAHHVV,0,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"circular, open, small","['circular', ',', 'open', ',', 'small']","['circular', ',', 'open', ',', 'small']","['circular', 'open', 'small']",circular open small,train,283beaf1-a6cc-43a0-bb81-2e55db053564,eyes
73,A2QX3YJXAAHHVV,0,face,520.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"lined, vertical, asymmetrical","['line', ',', 'vertical', ',', 'asymmetrical']","['line', ',', 'vertical', ',', 'asymmetrical']","['line', 'vertical', 'asymmetrical']",line vertical asymmetrical,test,a26a531d-2e50-4128-b97c-6e9744d713af,eyes
426,AWVLT2L5AP873,1,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,vertically oriented,"['vertically', 'orient']","['vertically', 'orient']","['vertically', 'orient']",vertically orient,train,676ddc9d-d2e7-4a3d-95be-8da1c950feb8,nose
160,AWVLT2L5AP873,1,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,sharp triangular,"['sharp', 'triangular']","['sharp', 'triangular']","['sharp', 'triangular']",sharp triangular,train,dadcd176-7ce8-46e5-9ead-24e49ec2cd99,nose
579,AWVLT2L5AP873,6,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"long, oval-shaped","['long', ',', 'oval', '-']","['long', ',', 'oval', '-']","['long', 'oval']",long oval,test,522dc248-84a3-40c6-ba05-ab87c2a96cbe,face
603,AWVLT2L5AP873,6,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"rough, lumpy, round","['rough', ',', 'lumpy', ',', 'round']","['rough', ',', 'lumpy', ',', 'round']","['rough', 'lumpy', 'round']",rough lumpy round,train,aaf6047b-2e9f-42b1-b7ac-6816b82e7211,face
765,AWVLT2L5AP873,6,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"sharp, triangular","['sharp', ',', 'triangular']","['sharp', ',', 'triangular']","['sharp', 'triangular']",sharp triangular,train,b6551366-edd3-42c4-aaca-d1bbeaefef32,face
66,AWVLT2L5AP873,6,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"smooth, rounded","['smooth', ',', 'rounded']","['smooth', ',', 'rounded']","['smooth', 'rounded']",smooth rounded,train,a587fd51-d85a-47f2-bf9e-e6d2cb39eade,face
600,AWVLT2L5AP873,2,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,diagonal curved parabolic,"['diagonal', 'curve', 'parabolic']","['diagonal', 'curve', 'parabolic']","['diagonal', 'curve', 'parabolic']",diagonal curve parabolic,train,587f7ee7-0dab-46be-93d3-28eecbb3e64a,mouth
142,AWVLT2L5AP873,2,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,pointy parabolic,"['pointy', 'parabolic']","['pointy', 'parabolic']","['pointy', 'parabolic']",pointy parabolic,train,918542c2-3340-460d-805b-37466ec7debc,mouth
516,AWVLT2L5AP873,0,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,uneven vertical,"['uneven', 'vertical']","['uneven', 'vertical']","['uneven', 'vertical']",uneven vertical,train,3130d51b-eaef-42b0-9ba5-f828b4fbb249,eyes
47,AWVLT2L5AP873,0,face,141.2,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,bumpy rounded,"['bumpy', 'round']","['bumpy', 'round']","['bumpy', 'round']",bumpy round,train,84d45843-1623-47d2-83d9-723b8f812949,eyes
43,A1198W1SPF1R4,0,face,355.4,/raid/xiaoyuz1/amazon_turk/2022_04_04_release_2,"roundish-almond, close set","['roundish', '-', 'almond', ',', 'close', 'set']","['roundish', '-', 'almond', ',', 'close', 'set']","['roundish', 'almond', 'close', 'set']",roundish almond close set,train,38beeea3-4d55-4175-885b-259bbed8f6b2,eyes
